,X,Y,Z,W,A,B,C,D
2013-01-01,-0.7522480698421891,-1.5688373584234472,-1.7432716696173036,-0.7862260865655861,16.124847185903448,49.30347846340212,-1.328092111876998,-5.580555617739396
2013-01-02,1.6028080399231606,0.0578296401649378,0.9587332648465868,2.0335785083007223,16.088090340681788,49.87247221997177,4.820154683265741,0.1773445750262539
2013-01-03,-0.8094023331906951,-1.370891878205153,-0.2232773667828756,-1.4330820945713856,-5.827192792366551,50.61146438090176,7.218048134098529,4.247346144256576
2013-01-04,0.4883261636742471,-2.058158382486193,1.7074074233694252,-0.0596526271799253,-5.612653522002557,47.55095981208061,-1.013335409992946,0.6205231409810315
2013-01-05,1.0240904671921196,-0.3329861894916693,0.4321723288467764,-0.4745397195038691,15.169306930587236,49.89436769284133,-1.4239976341262215,9.371546143813134
2013-01-06,-0.1407626311710071,0.2256605273454729,-1.1103968825337922,-0.9790545562334676,10.493666754158326,50.60149720446818,-0.6868745803783495,-2.812608454834435
2013-01-07,0.2915596128942436,0.3515799280433899,2.0717807018532413,0.0891923725835531,11.00223498985745,52.04174545356607,0.2935637313772873,2.026695867326965
2013-01-08,2.487891468352869,0.1416176561379224,-0.7322998977482887,-0.5063062671436191,-4.393268003680362,50.50599931696532,0.798125593325522,1.2878284576120502
2013-01-09,0.4852390899195373,-2.274838588028272,0.6157642271080552,-2.078206000377468,-19.75329594982872,43.97352852655082,-0.1563449875118859,0.4346636783595484
2013-01-10,-0.8062688798659733,0.3818949235170624,-0.6706663766863302,0.9550597433767024,-6.43991722646922,50.97214585941067,-2.078275177405556,1.093075511787774
2013-01-11,-0.3767178114272673,0.0544427009767568,-0.7655501555978229,-0.0639772881624694,-1.0576189348045857,51.216955269417866,7.66580820683536,2.278466139531372
2013-01-12,-2.300810053372958,-0.2314606860795205,1.1334233051672844,-0.2453395528783086,2.7050504453204685,50.17777405407665,-0.9512075875772156,4.431470912706974
2013-01-13,-1.0558811935985883,0.9655001119911748,-0.7936180765014974,-1.2977035425706338,7.695927831310147,48.61558738211422,1.1998409509376755,5.280413235049151
2013-01-14,0.0223421398165851,-1.6964951018752186,2.4702063949073607,-0.7463115060092488,-16.02076984657421,48.40146264130558,-7.735403233701072,-1.9160185472222515
2013-01-15,0.5807090604936743,-0.3611895241094516,1.7281333790662652,0.5668995959978127,-3.5252854880486577,44.427697054871466,-2.278123549966225,0.1364561684931307
2013-01-16,-0.1881214416340765,0.4047439909037408,-0.5054135521430762,-1.3102635354481402,8.801303161314337,53.063698585546895,-0.1816420243627639,4.123879230461562
2013-01-17,-1.1677904286544578,-1.171729596355069,-0.9632340371392532,0.3084209507959657,5.554076733291156,52.93579399837963,0.7050379606367501,5.556983836110135
2013-01-18,1.1482029531682552,-1.352774072289187,0.0729676229092641,0.4609656168128084,12.405676053779574,51.44435289828116,1.0717965821094189,3.472291017104927
2013-01-19,-0.9842718373165872,-0.5210455496332749,-0.8863070820995752,0.3623131979788603,13.19177842226555,47.63380151765503,-2.0463296712406844,1.8328226312881453
2013-01-20,-0.0243010289439538,-0.5061116678053035,1.374319224387604,0.3242682078661128,7.850065375275096,49.69456473492151,3.756360376175375,3.685260997318663
2013-01-21,-0.1065844900468422,0.8884495709760626,0.4406358295254844,0.4674217149738753,2.489148973094963,51.05710239514748,-1.2161539869524454,2.4516121601214227
2013-01-22,-1.0117125195354348,1.7885125196158755,-0.3270216450955603,-0.8153104607365673,-20.893444264917115,50.38059462893807,1.6946278200018554,-2.895809398541433
2013-01-23,0.995277791296971,-0.3226018644195877,0.7905636624526365,0.2478667386656136,5.406339928495324,53.17684973694157,-3.170381623277147,-0.944646838379039
2013-01-24,1.1958264029590322,-1.4961738031801763,-0.6772453720922621,2.032873481664577,15.784723356208644,55.92668413759971,3.7774312097334586,2.4449464818434032
2013-01-25,-0.2434432828906307,-1.0946965728348006,-0.6058225427866143,0.3126504498321206,12.700501406786342,48.028606325391735,-2.3632200282871825,2.395088770014261
2013-01-26,0.6858801434568224,1.1216475627777402,0.5970476431372925,1.930424645152293,-1.485578093611737,44.730235621251175,0.769014612479497,-2.3446606240522536
2013-01-27,1.2483253603066935,-0.9999122377879428,0.7207125734164957,0.3598054979044159,-3.606222716659481,54.26491158621115,-0.2230678698583795,0.6440881317792857
2013-01-28,-0.9079707667128364,-1.9612158324022575,-0.9868442426698806,-0.6886098686567264,-8.825598896647444,54.98678679453186,-0.4414468659338489,1.4526396484127355
2013-01-29,1.118078577340679,-0.0578018244736669,1.0263572758703914,-0.7666547164250241,4.130412041651904,49.952030439253335,-5.8060968918405385,1.830869871509076
2013-01-30,-0.2791609782780672,2.57781726975124,2.01699217228406,-1.2268968805339957,14.654181577304875,44.51725437839678,4.092612581010954,-0.438223615602497
2013-01-31,-2.0626948211281944,-0.9463034502981904,-0.7165286989936855,2.872240750053861,-0.9017915463310286,53.30131349137324,-1.4201710164067876,6.36615936985612
2013-02-01,0.5478738297855406,-0.4392124898658373,-1.374752190525897,-1.2738195369507324,10.708331873221123,50.76981322399901,2.17729026208971,-0.7896826928749818
2013-02-02,0.4278454829433823,-0.0325005944058084,-0.8265552119503657,1.2264226657349646,3.847448493494798,53.86729475841388,-1.5373800969918006,3.54700120049084
2013-02-03,0.3802000840921013,-0.0174135776064516,-0.0276137392958336,-0.3849023068361972,1.3926606752575732,45.562480458544464,-3.8281187925677234,2.215789319856285
2013-02-04,-0.8125018083038135,-1.342447701663211,0.8402283383940128,0.730247358093536,1.1529940852271992,47.472988072134925,1.8980990782925784,1.704181943680081
